job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates
Frontend Developer,Company_257,Healthcare,Kolkata,"Python, SQL, Machine Learning",Mid,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-18,High,None
Data Analyst,Company_412,Manufacturing,Hyderabad,"Python, Data Analysis, Statistics",Fresher,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-10,High,Google Data Analytics Certificate
AI Engineer,Company_290,Automobile,Remote,"Python, Data Analysis, Statistics",Senior,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Low,None
Data Scientist,Company_311,Finance,Kolkata,"Python, Deep Learning, NLP",Senior,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-31,High,Certified Data Scientist
Business Analyst,Company_171,Finance,Delhi,"Python, Deep Learning, NLP",Senior,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Medium,None
DevOps Engineer,Company_133,Education,Delhi,"Linux, Networking, Security",Mid,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-13,High,None
Data Scientist,Company_256,Finance,Delhi,"JavaScript, React, HTML, CSS",Mid,3-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-22,High,Certified Data Scientist
AI Engineer,Company_209,Telecom,Remote,"Python, Data Analysis, Statistics",Senior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-23,High,None
DevOps Engineer,Company_120,Education,Bangalore,"Java, Spring, Microservices",Junior,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Low,None
Product Manager,Company_205,Manufacturing,Kolkata,"Python, Data Analysis, Statistics",Mid,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-19,Low,None
ML Engineer,Company_480,E-commerce,Delhi,"Power BI, Excel, SQL",Fresher,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-14,Medium,None
Cyber Security Analyst,Company_286,Telecom,Hyderabad,"Python, Deep Learning, NLP",Junior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,Low,Cybersecurity Essentials
Business Analyst,Company_107,E-commerce,Delhi,"Java, Spring, Microservices",Junior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-19,High,None
Cyber Security Analyst,Company_28,Telecom,Chennai,"Linux, Networking, Security",Fresher,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-11,Low,Cybersecurity Essentials
AI Engineer,Company_460,Telecom,Bangalore,"Power BI, Excel, SQL",Fresher,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-20,Medium,None
ML Engineer,Company_227,Education,Hyderabad,"Power BI, Excel, SQL",Junior,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-06,High,None
Software Developer,Company_270,Education,Bangalore,"AWS, Docker, Kubernetes",Fresher,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Low,None
Backend Developer,Company_282,Telecom,Mumbai,"AWS, Docker, Kubernetes",Mid,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-12,High,None
Data Scientist,Company_72,Education,Remote,"Python, Data Analysis, Statistics",Mid,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-08,Medium,Certified Data Scientist
Software Developer,Company_330,Finance,Bangalore,"Java, Spring, Microservices",Fresher,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,High,None
Data Analyst,Company_221,E-commerce,Mumbai,"Linux, Networking, Security",Junior,5-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-08,High,Google Data Analytics Certificate
Frontend Developer,Company_80,Healthcare,Pune,"JavaScript, React, HTML, CSS",Senior,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-22,High,None
Frontend Developer,Company_387,Manufacturing,Pune,"JavaScript, React, HTML, CSS",Junior,4-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-18,High,None
Backend Developer,Company_46,Manufacturing,Remote,"Python, SQL, Machine Learning",Senior,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-22,Medium,None
Cloud Engineer,Company_315,Automobile,Delhi,"Java, Spring, Microservices",Junior,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-18,High,AWS Certified Solutions Architect
ML Engineer,Company_356,Manufacturing,Delhi,"Python, Data Analysis, Statistics",Junior,3-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-03,Medium,None
DevOps Engineer,Company_185,Manufacturing,Delhi,"Power BI, Excel, SQL",Mid,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-06,High,None
Data Scientist,Company_347,Healthcare,Chennai,"Java, Spring, Microservices",Mid,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-04,Medium,Certified Data Scientist
Cyber Security Analyst,Company_23,IT,Hyderabad,"Python, Data Analysis, Statistics",Senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-26,Medium,Cybersecurity Essentials
Data Analyst,Company_466,E-commerce,Kolkata,"JavaScript, React, HTML, CSS",Junior,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-14,Medium,Google Data Analytics Certificate
Backend Developer,Company_84,Telecom,Chennai,"Python, Deep Learning, NLP",Senior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-03,Medium,None
Business Analyst,Company_150,E-commerce,Remote,"Python, SQL, Machine Learning",Senior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-14,Low,None
Software Developer,Company_462,Automobile,Bangalore,"Python, SQL, Machine Learning",Senior,6-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-08,Low,None
Cloud Engineer,Company_399,Healthcare,Remote,"Java, Spring, Microservices",Senior,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-22,High,AWS Certified Solutions Architect
DevOps Engineer,Company_467,IT,Pune,"JavaScript, React, HTML, CSS",Junior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,High,None
DevOps Engineer,Company_47,Manufacturing,Hyderabad,"Java, Spring, Microservices",Fresher,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-17,Low,None
Business Analyst,Company_407,Healthcare,Delhi,"Python, Deep Learning, NLP",Fresher,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-06,Medium,None
Software Developer,Company_431,Manufacturing,Mumbai,"Python, Data Analysis, Statistics",Fresher,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,Medium,None
Cloud Engineer,Company_483,Education,Remote,"Python, Deep Learning, NLP",Fresher,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-04,High,AWS Certified Solutions Architect
Backend Developer,Company_34,Telecom,Kolkata,"Linux, Networking, Security",Fresher,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-06,Medium,None
Business Analyst,Company_322,IT,Pune,"Linux, Networking, Security",Senior,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,Low,None
AI Engineer,Company_464,Telecom,Bangalore,"Java, Spring, Microservices",Fresher,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-11,Low,None
Backend Developer,Company_209,Automobile,Delhi,"Python, SQL, Machine Learning",Mid,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-11,High,None
Business Analyst,Company_77,Telecom,Remote,"AWS, Docker, Kubernetes",Senior,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-21,Medium,None
Data Scientist,Company_261,Healthcare,Hyderabad,"Linux, Networking, Security",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-04,Medium,Certified Data Scientist
Cloud Engineer,Company_217,Education,Kolkata,"Python, SQL, Machine Learning",Fresher,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Medium,AWS Certified Solutions Architect
Frontend Developer,Company_156,Manufacturing,Delhi,"Python, Data Analysis, Statistics",Senior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,High,None
Software Developer,Company_453,Finance,Hyderabad,"JavaScript, React, HTML, CSS",Mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-07,Low,None
Product Manager,Company_142,E-commerce,Delhi,"Python, SQL, Machine Learning",Mid,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-10,Low,None
Backend Developer,Company_435,Manufacturing,Pune,"Python, Deep Learning, NLP",Mid,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,Medium,None
Product Manager,Company_281,Telecom,Pune,"Linux, Networking, Security",Junior,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-01,Medium,None
AI Engineer,Company_421,Healthcare,Remote,"Java, Spring, Microservices",Senior,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-15,Medium,None
Frontend Developer,Company_370,Healthcare,Hyderabad,"Linux, Networking, Security",Fresher,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,Medium,None
DevOps Engineer,Company_299,Automobile,Delhi,"Python, Deep Learning, NLP",Junior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-10,Medium,None
Data Scientist,Company_256,Education,Bangalore,"Python, Data Analysis, Statistics",Fresher,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-21,Low,Certified Data Scientist
Frontend Developer,Company_467,IT,Delhi,"Linux, Networking, Security",Mid,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-06,Medium,None
Software Developer,Company_348,Finance,Kolkata,"JavaScript, React, HTML, CSS",Senior,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,High,None
Backend Developer,Company_384,E-commerce,Bangalore,"Java, Spring, Microservices",Mid,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-03,Low,None
Frontend Developer,Company_285,Telecom,Kolkata,"Java, Spring, Microservices",Mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-22,High,None
AI Engineer,Company_128,IT,Remote,"Linux, Networking, Security",Mid,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-17,Low,None
Cloud Engineer,Company_497,IT,Pune,"Power BI, Excel, SQL",Fresher,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-21,Medium,AWS Certified Solutions Architect
Product Manager,Company_287,IT,Delhi,"Python, Data Analysis, Statistics",Junior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-27,Medium,None
Product Manager,Company_24,Healthcare,Kolkata,"JavaScript, React, HTML, CSS",Fresher,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-27,Medium,None
